State,County,Cluster,Name of organization,Acronym,Type,Reporting Month
Upper Nile,Renk,CCCM,Agency for Technical Cooperation and Development,ACTED,INGO,Mar-25
Upper Nile,Renk,CCCM,United Nations High Commissioner for Refugees,UNHCR,UN,Mar-25
Upper Nile,Renk,Education,Community in Need Aid,CINA,NNGO,Mar-25
Upper Nile,Renk,Education,Norwegian Refugee Council,NRC,INGO,Mar-25
Upper Nile,Renk,FSL,GOAL,GOAL,INGO,Mar-25
Upper Nile,Renk,FSL,World Food Programme,WFP,UN,Mar-25
Upper Nile,Renk,Health,International Medical Corps,IMC,INGO,Mar-25
Upper Nile,Renk,Health,International Organization for Migration,IOM,UN,Mar-25
Upper Nile,Renk,Health,Relief International,RI,INGO,Mar-25
Upper Nile,Renk,Health,World Vision International,WVI,INGO,Mar-25
Upper Nile,Renk,Logistics,World Food Programme,WFP,UN,Mar-25
Upper Nile,Renk,Nutrition,GOAL,GOAL,INGO,Mar-25
Upper Nile,Renk,Protection,Africa Development Aid,ADA,NNGO,Mar-25
Upper Nile,Renk,Protection,Humane Aid for Community Organization,HACO,NNGO,Mar-25
Upper Nile,Renk,Protection,International Organization for Migration,IOM,UN,Mar-25
Upper Nile,Renk,Protection,International Rescue Committee,IRC,INGO,Mar-25
Upper Nile,Renk,Protection,Norwegian Refugee Council,NRC,INGO,Mar-25
Upper Nile,Renk,Protection,Plan International,Plan,INGO,Mar-25
Upper Nile,Renk,Protection,Save the Children International,SCI,INGO,Mar-25
Upper Nile,Renk,Protection,United Nations Children's Fund,UNICEF,UN,Mar-25
Upper Nile,Renk,WASH,Africa Development Aid,ADA,NNGO,Mar-25
Upper Nile,Renk,WASH,International Organization for Migration,IOM,UN,Mar-25
Upper Nile,Renk,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Mar-25
Upper Nile,Renk,WASH,Norwegian Refugee Council,NRC,INGO,Mar-25
Upper Nile,Renk,WASH,World Vision International,WVI,INGO,Mar-25
Upper Nile,Ulang,CCCM,United Nations High Commissioner for Refugees,UNHCR,UN,Mar-25
Upper Nile,Ulang,Education,Community in Need Aid,CINA,NNGO,Mar-25
Upper Nile,Ulang,FSL,Agency for Child Relief Aid,ACRA,NNGO,Mar-25
Upper Nile,Ulang,FSL,GOAL,GOAL,INGO,Mar-25
Upper Nile,Ulang,FSL,Touch Africa Development Organization,TADO,NNGO,Mar-25
Upper Nile,Ulang,Logistics,World Food Programme,WFP,UN,Mar-25
Upper Nile,Ulang,Nutrition,GOAL,GOAL,INGO,Mar-25
Upper Nile,Ulang,Nutrition,Nile Hope,Nile Hope,NNGO,Mar-25
Upper Nile,Ulang,Protection,Agency for Child Relief Aid,ACRA,NNGO,Mar-25
Upper Nile,Ulang,Protection,Adventist Development and Relief Agency,ADRA,INGO,Mar-25
Upper Nile,Ulang,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Mar-25
Warrap,Gogrial East,FSL,Building Bridges for Change,BB4C,NNGO,Mar-25
Warrap,Gogrial East,FSL,CAFOD and Trocaire in Partnership,CAFOD and Trocaire,INGO,Mar-25
Warrap,Gogrial East,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Mar-25
Warrap,Gogrial East,Health,HealthCare Foundation Organization,HFO-SS,NNGO,Mar-25
Warrap,Gogrial East,Logistics,World Food Programme,WFP,UN,Mar-25
Warrap,Gogrial East,Nutrition,World Vision International,WVI,INGO,Mar-25
Warrap,Gogrial East,Nutrition,World Vision South Sudan,WVSS,INGO,Mar-25
Warrap,Gogrial East,Protection,Building Bridges for Change,BB4C,NNGO,Mar-25
Warrap,Gogrial East,WASH,Water for South Sudan,WSS,NNGO,Mar-25
Warrap,Gogrial West,Education,For Afrika To Thrive,ForAfrika,INGO,Mar-25
Warrap,Gogrial West,Education,Universal Network for Knowledge and Empowerment Agency,UNKEA,NNGO,Mar-25
Warrap,Gogrial West,FSL,Action Against Hunger,ACF,INGO,Mar-25
Warrap,Gogrial West,FSL,Building Bridges for Change,BB4C,NNGO,Mar-25
Warrap,Gogrial West,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Mar-25
Warrap,Gogrial West,Logistics,International Organization for Migration,IOM,UN,Mar-25
Warrap,Gogrial West,Protection,Building Bridges for Change,BB4C,NNGO,Mar-25
Warrap,Gogrial West,Protection,Group 4 Securicor,G4S,INGO,Mar-25
Warrap,Gogrial West,Protection,SafeLane Global,SLG,INGO,Mar-25
Warrap,Gogrial West,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Mar-25
Warrap,Gogrial West,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Warrap,Gogrial West,Protection,World Vision International,WVI,INGO,Mar-25
Warrap,Gogrial West,WASH,Action Against Hunger,ACF,INGO,Mar-25
Warrap,Gogrial West,WASH,Water for South Sudan,WSS,NNGO,Mar-25
Warrap,Tonj East,FSL,World Food Programme,WFP,UN,Mar-25
Warrap,Tonj East,FSL,World Vision International,WVI,INGO,Mar-25
Warrap,Tonj East,Health,COMMUNITY SOCIAL AND ECONOMIC DEVELOPMENT AGENCY,COSEDA,NNGO,Mar-25
Warrap,Tonj East,Nutrition,Amref Health Africa,AMREF,INGO,Mar-25
Warrap,Tonj North,Education,Help a Child International,HaC,INGO,Mar-25
Warrap,Tonj North,Education,World Vision International,WVI,INGO,Mar-25
Warrap,Tonj North,Education,World Vision South Sudan,WVSS,INGO,Mar-25
Warrap,Tonj North,FSL,CAFOD and Trocaire in Partnership,CAFOD and Trocaire,INGO,Mar-25
Warrap,Tonj North,FSL,Islamic Relief Worldwide,IRW,INGO,Mar-25
Warrap,Tonj North,Health,Islamic Relief Worldwide,IRW,INGO,Mar-25
Warrap,Tonj North,Logistics,World Food Programme,WFP,UN,Mar-25
Warrap,Tonj North,Nutrition,Amref Health Africa,AMREF,INGO,Mar-25
Warrap,Tonj North,Nutrition,Islamic Relief Worldwide,IRW,INGO,Mar-25
Warrap,Tonj North,Nutrition,World Vision International,WVI,INGO,Mar-25
Warrap,Tonj North,Nutrition,World Vision South Sudan,WVSS,INGO,Mar-25
Warrap,Tonj North,Protection,Islamic Relief Worldwide,IRW,INGO,Mar-25
Warrap,Tonj North,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Mar-25
Warrap,Tonj North,Protection,World Vision International,WVI,INGO,Mar-25
Warrap,Tonj North,WASH,CAFOD and Trocaire in Partnership,CAFOD and Trocaire,INGO,Mar-25
Warrap,Tonj South,FSL,FARM South Sudan,F-SS,INGO,Mar-25
Warrap,Tonj South,FSL,FARM STEW South Sudan,FS-SS,INGO,Mar-25
Warrap,Tonj South,Nutrition,Amref Health Africa,AMREF,INGO,Mar-25
Warrap,Tonj South,Protection,Group 4 Securicor,G4S,INGO,Mar-25
Warrap,Tonj South,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Mar-25
Warrap,Tonj South,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Warrap,Tonj South,Protection,World Vision International,WVI,INGO,Mar-25
Warrap,Tonj South,SNFI,Peace and Development Partners,PDP,NNGO,Mar-25
Warrap,Twic,CCCM,International Organization for Migration,IOM,UN,Mar-25
Warrap,Twic,Education,Norwegian Refugee Council,NRC,INGO,Mar-25
Warrap,Twic,Protection,Group 4 Securicor,G4S,INGO,Mar-25
Warrap,Twic,Protection,Gender Empowerment for All of South Sudan,GEA,NNGO,Mar-25
Warrap,Twic,Protection,The Organisation for Children's Harmony,TOCH,NNGO,Mar-25
Warrap,Twic,Protection,United Nations Children's Fund,UNICEF,UN,Mar-25
Warrap,Twic,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Warrap,Twic,Protection,World Vision International,WVI,INGO,Mar-25
Warrap,Twic,WASH,Aid Support Community Organization,ASCO,NNGO,Mar-25
Warrap,Twic,WASH,Water for South Sudan,WSS,NNGO,Mar-25
Western Bahr el Ghazal,Jur River,FSL,Aid Support Community Organization,ASCO,NNGO,Mar-25
Western Bahr el Ghazal,Jur River,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Mar-25
Western Bahr el Ghazal,Jur River,FSL,FARM South Sudan,F-SS,INGO,Mar-25
Western Bahr el Ghazal,Jur River,FSL,FARM STEW South Sudan,FS-SS,INGO,Mar-25
Western Bahr el Ghazal,Jur River,FSL,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Mar-25
Western Bahr el Ghazal,Jur River,Protection,Building Bridges for Change,BB4C,NNGO,Mar-25
Western Bahr el Ghazal,Jur River,Protection,Hold the Child Organisation,HCO,NNGO,Mar-25
Western Bahr el Ghazal,Jur River,Protection,SafeLane Global,SLG,INGO,Mar-25
Western Bahr el Ghazal,Jur River,Protection,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Bahr el Ghazal,Jur River,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Western Bahr el Ghazal,Raja,FSL,Aid Support Community Organization,ASCO,NNGO,Mar-25
Western Bahr el Ghazal,Raja,FSL,Building Bridges for Change,BB4C,NNGO,Mar-25
Western Bahr el Ghazal,Raja,Health,HealthNet TPO,HealthNet TPO,INGO,Mar-25
Western Bahr el Ghazal,Raja,Logistics,International Organization for Migration,IOM,UN,Mar-25
Western Bahr el Ghazal,Raja,Protection,Building Bridges for Change,BB4C,NNGO,Mar-25
Western Bahr el Ghazal,Raja,Protection,Community in Need Aid,CINA,NNGO,Mar-25
Western Bahr el Ghazal,Raja,Protection,Hold the Child Organisation,HCO,NNGO,Mar-25
Western Bahr el Ghazal,Raja,Protection,SafeLane Global,SLG,INGO,Mar-25
Western Bahr el Ghazal,Raja,Protection,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Bahr el Ghazal,Raja,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Western Bahr el Ghazal,Raja,WASH,Building Bridges for Change,BB4C,NNGO,Mar-25
Western Bahr el Ghazal,Raja,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Mar-25
Western Bahr el Ghazal,Wau,CCCM,International Organization for Migration,IOM,UN,Mar-25
Western Bahr el Ghazal,Wau,Education,Aid Support Community Organization,ASCO,NNGO,Mar-25
Western Bahr el Ghazal,Wau,Education,Help a Child International,HaC,INGO,Mar-25
Western Bahr el Ghazal,Wau,Education,Hope Agency for Relief and Development,HARD,NNGO,Mar-25
Western Bahr el Ghazal,Wau,Education,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Bahr el Ghazal,Wau,Education,War Child Canada,WC-C,INGO,Mar-25
Western Bahr el Ghazal,Wau,FSL,Aid Support Community Organization,ASCO,NNGO,Mar-25
Western Bahr el Ghazal,Wau,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Mar-25
Western Bahr el Ghazal,Wau,FSL,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Mar-25
Western Bahr el Ghazal,Wau,FSL,Peace Corps Organization,PCO,NNGO,Mar-25
Western Bahr el Ghazal,Wau,FSL,ZOA Dorcas South Sudan,ZOA,INGO,Mar-25
Western Bahr el Ghazal,Wau,Health,International Medical Corps,IMC,INGO,Mar-25
Western Bahr el Ghazal,Wau,Health,International Organization for Migration,IOM,UN,Mar-25
Western Bahr el Ghazal,Wau,Health,Islamic Relief Worldwide,IRW,INGO,Mar-25
Western Bahr el Ghazal,Wau,Health,Yo' Care South Sudan,YCSS,NNGO,Mar-25
Western Bahr el Ghazal,Wau,Logistics,International Organization for Migration,IOM,UN,Mar-25
Western Bahr el Ghazal,Wau,Logistics,World Food Programme,WFP,UN,Mar-25
Western Bahr el Ghazal,Wau,Nutrition,Islamic Relief Worldwide,IRW,INGO,Mar-25
Western Bahr el Ghazal,Wau,Protection,Hold the Child Organisation,HCO,NNGO,Mar-25
Western Bahr el Ghazal,Wau,Protection,Norwegian Church Aid,NCA,INGO,Mar-25
Western Bahr el Ghazal,Wau,Protection,Norwegian Refugee Council,NRC,INGO,Mar-25
Western Bahr el Ghazal,Wau,Protection,SafeLane Global,SLG,INGO,Mar-25
Western Bahr el Ghazal,Wau,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Mar-25
Western Bahr el Ghazal,Wau,Protection,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Bahr el Ghazal,Wau,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Western Bahr el Ghazal,Wau,SNFI,Norwegian Refugee Council,NRC,INGO,Mar-25
Western Bahr el Ghazal,Wau,WASH,Aid Support Community Organization,ASCO,NNGO,Mar-25
Western Bahr el Ghazal,Wau,WASH,Compassionate Institute for Street Children,CIS,NNGO,Mar-25
Western Bahr el Ghazal,Wau,WASH,South Sudan Red Cross,SSRC,NNGO,Mar-25
Western Equatoria,Ezo,Education,Norwegian Refugee Council,NRC,INGO,Mar-25
Western Equatoria,Ezo,Health,Compassionate Institute for Street Children,CIS,NNGO,Mar-25
Western Equatoria,Ezo,Health,World Vision International,WVI,INGO,Mar-25
Western Equatoria,Ezo,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Mar-25
Western Equatoria,Ezo,Nutrition,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Ezo,Protection,Building Bridges for Change,BB4C,NNGO,Mar-25
Western Equatoria,Ezo,Protection,Save Lives Initiative Sout Sudan,SLI,NNGO,Mar-25
Western Equatoria,Ezo,Protection,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Ezo,WASH,Building Bridges for Change,BB4C,NNGO,Mar-25
Western Equatoria,Ezo,WASH,LM International South Sudan,LMI-SS,INGO,Mar-25
Western Equatoria,Ezo,WASH,The Rescue Mission,TERM,INGO,Mar-25
Western Equatoria,Ibba,Health,Amref Health Africa,AMREF,INGO,Mar-25
Western Equatoria,Maridi,FSL,FARM South Sudan,F-SS,INGO,Mar-25
Western Equatoria,Maridi,FSL,FARM STEW South Sudan,FS-SS,INGO,Mar-25
Western Equatoria,Maridi,Health,Amref Health Africa,AMREF,INGO,Mar-25
Western Equatoria,Mundri East,Protection,Group 4 Securicor,G4S,INGO,Mar-25
Western Equatoria,Mundri East,Protection,SafeLane Global,SLG,INGO,Mar-25
Western Equatoria,Mundri East,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Western Equatoria,Mundri East,WASH,Nile Sustainable Development Organization,NSDO,NNGO,Mar-25
Western Equatoria,Mundri East,WASH,South Sudan Red Cross,SSRC,NNGO,Mar-25
Western Equatoria,Mundri West,Protection,Group 4 Securicor,G4S,INGO,Mar-25
Western Equatoria,Mundri West,Protection,United Nations Mine Action Service,UNMAS,UN,Mar-25
Western Equatoria,Mundri West,WASH,South Sudan Red Cross,SSRC,NNGO,Mar-25
Western Equatoria,Mvolo,Logistics,World Food Programme,WFP,UN,Mar-25
Western Equatoria,Mvolo,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Mar-25
Western Equatoria,Mvolo,Nutrition,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Nagero,Education,Peace and Development Partners,PDP,NNGO,Mar-25
Western Equatoria,Nagero,Health,World Vision International,WVI,INGO,Mar-25
Western Equatoria,Nagero,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Mar-25
Western Equatoria,Nagero,Nutrition,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Nagero,Protection,Peace and Development Partners,PDP,NNGO,Mar-25
Western Equatoria,Nzara,Education,Rural Development Action Aid,RDAA,NNGO,Mar-25
Western Equatoria,Nzara,Health,Amref Health Africa,AMREF,INGO,Mar-25
Western Equatoria,Nzara,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Mar-25
Western Equatoria,Nzara,Nutrition,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Tambura,Health,World Vision International,WVI,INGO,Mar-25
Western Equatoria,Tambura,Health,World Vision South Sudan,WVSS,INGO,Mar-25
Western Equatoria,Tambura,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Mar-25
Western Equatoria,Tambura,Nutrition,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Tambura,Protection,Building Bridges for Change,BB4C,NNGO,Mar-25
Western Equatoria,Tambura,Protection,Jesuit Refugee Service,JRS,INGO,Mar-25
Western Equatoria,Tambura,Protection,Peace and Development Partners,PDP,NNGO,Mar-25
Western Equatoria,Yambio,Education,Community Skills Development,CSD,NNGO,Mar-25
Western Equatoria,Yambio,FSL,FARM South Sudan,F-SS,INGO,Mar-25
Western Equatoria,Yambio,FSL,FARM STEW South Sudan,FS-SS,INGO,Mar-25
Western Equatoria,Yambio,FSL,LM International South Sudan,LMI-SS,INGO,Mar-25
Western Equatoria,Yambio,FSL,Star Trust Organization,STO,NNGO,Mar-25
Western Equatoria,Yambio,FSL,World Food Programme,WFP,UN,Mar-25
Western Equatoria,Yambio,Health,Amref Health Africa,AMREF,INGO,Mar-25
Western Equatoria,Yambio,Health,Amref Health Africa - Comitato Collaborazione Medica Foundation,AMREF-CCM,INGO,Mar-25
Western Equatoria,Yambio,Logistics,World Food Programme,WFP,UN,Mar-25
Western Equatoria,Yambio,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Mar-25
Western Equatoria,Yambio,Nutrition,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Yambio,Protection,Humanitarian and Development Consortium,HDC,NNGO,Mar-25
Western Equatoria,Yambio,Protection,Save Lives Initiative Sout Sudan,SLI,NNGO,Mar-25
Western Equatoria,Yambio,Protection,United Nations Children's Fund,UNICEF,UN,Mar-25
Western Equatoria,Yambio,WASH,LM International South Sudan,LMI-SS,INGO,Mar-25
Western Equatoria,Yambio,WASH,Peace and Development Partners,PDP,NNGO,Mar-25
Western Equatoria,Yambio,WASH,World Vision International,WVI,INGO,Mar-25
Western Equatoria,Yambio,WASH,World Vision South Sudan,WVSS,INGO,Mar-25
Abyei Area,Abyei Area,CCCM,Hold the Child Organisation,HCO,NNGO,Apr-25
Abyei Area,Abyei Area,CCCM,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Abyei Area,Abyei Area,FSL,Abyei Community Action for Development,ACAD,NNGO,Apr-25
Abyei Area,Abyei Area,FSL,World Food Programme,WFP,UN,Apr-25
Abyei Area,Abyei Area,Health,GOAL,GOAL,INGO,Apr-25
Abyei Area,Abyei Area,Health,International Organization for Migration,IOM,UN,Apr-25
Abyei Area,Abyei Area,Health,Save the Children International,SCI,INGO,Apr-25
Abyei Area,Abyei Area,Logistics,World Food Programme,WFP,UN,Apr-25
Abyei Area,Abyei Area,Nutrition,Save the Children International,SCI,INGO,Apr-25
Abyei Area,Abyei Area,Protection,Hold the Child Organisation,HCO,NNGO,Apr-25
Abyei Area,Abyei Area,Protection,International Organization for Migration,IOM,UN,Apr-25
Abyei Area,Abyei Area,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Abyei Area,Abyei Area,SNFI,International Organization for Migration,IOM,UN,Apr-25
Abyei Area,Abyei Area,WASH,Save the Children International,SCI,INGO,Apr-25
Central Equatoria,Juba,CCCM,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Central Equatoria,Juba,Education,Norwegian Refugee Council,NRC,INGO,Apr-25
Central Equatoria,Juba,FSL,Compassionate Institute for Street Children,CIS,NNGO,Apr-25
Central Equatoria,Juba,FSL,Vétérinaires Sans Frontières - Switzerland,VSF-S,INGO,Apr-25
Central Equatoria,Juba,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Juba,Health,Global Health and Humanitarian Action South Sudan,GHHA,NNGO,Apr-25
Central Equatoria,Juba,Health,International Medical Corps,IMC,INGO,Apr-25
Central Equatoria,Juba,Health,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Juba,Logistics,World Food Programme,WFP,UN,Apr-25
Central Equatoria,Juba,Protection,Group 4 Securicor,G4S,INGO,Apr-25
Central Equatoria,Juba,Protection,Humanitarian and Development Consortium,HDC,NNGO,Apr-25
Central Equatoria,Juba,Protection,Justice for the Girls,JG,NNGO,Apr-25
Central Equatoria,Juba,Protection,Mobile Theatre Team,MTT,NNGO,Apr-25
Central Equatoria,Juba,Protection,Norwegian Church Aid,NCA,INGO,Apr-25
Central Equatoria,Juba,Protection,Nile Hope,Nile Hope,NNGO,Apr-25
Central Equatoria,Juba,Protection,Nonviolent Peaceforce,NP,INGO,Apr-25
Central Equatoria,Juba,Protection,Reach Alternatives,REALs,INGO,Apr-25
Central Equatoria,Juba,Protection,SafeLane Global,SLG,INGO,Apr-25
Central Equatoria,Juba,Protection,The Development Initiative,TDI,NNGO,Apr-25
Central Equatoria,Juba,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Central Equatoria,Juba,Protection,United Nations Children's Fund,UNICEF,UN,Apr-25
Central Equatoria,Juba,Protection,United Nations Mine Action Service,UNMAS,UN,Apr-25
Central Equatoria,Juba,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Juba,Protection,Women for Justice and Equality,WOJE,NNGO,Apr-25
Central Equatoria,Juba,Protection,Youth Vision Development Foundation,YVDF,NNGO,Apr-25
Central Equatoria,Juba,WASH,Access for Humanity,Access for Humanity,NNGO,Apr-25
Central Equatoria,Juba,WASH,Compassionate Institute for Street Children,CIS,NNGO,Apr-25
Central Equatoria,Juba,WASH,For Afrika To Thrive,ForAfrika,INGO,Apr-25
Central Equatoria,Juba,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Apr-25
Central Equatoria,Juba,WASH,Norwegian Refugee Council,NRC,INGO,Apr-25
Central Equatoria,Juba,WASH,South Sudan Red Cross,SSRC,NNGO,Apr-25
Central Equatoria,Kajo-Keji,Education,Compassionate Institute for Street Children,CIS,NNGO,Apr-25
Central Equatoria,Kajo-Keji,FSL,Islamic Relief Worldwide,IRW,INGO,Apr-25
Central Equatoria,Kajo-Keji,FSL,Norwegian Refugee Council,NRC,INGO,Apr-25
Central Equatoria,Kajo-Keji,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Kajo-Keji,Health,GOAL,GOAL,INGO,Apr-25
Central Equatoria,Kajo-Keji,Health,International Organization for Migration,IOM,UN,Apr-25
Central Equatoria,Kajo-Keji,Health,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Kajo-Keji,Logistics,World Food Programme,WFP,UN,Apr-25
Central Equatoria,Kajo-Keji,Protection,American Refugee Committee (Alight),ARC (Alight),INGO,Apr-25
Central Equatoria,Kajo-Keji,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Central Equatoria,Kajo-Keji,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Lainya,Health,International Organization for Migration,IOM,UN,Apr-25
Central Equatoria,Lainya,Protection,Group 4 Securicor,G4S,INGO,Apr-25
Central Equatoria,Lainya,Protection,Mission to Alleviate Suffering In South Sudan,MASS,NNGO,Apr-25
Central Equatoria,Lainya,Protection,Norwegian Refugee Council,NRC,INGO,Apr-25
Central Equatoria,Lainya,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Central Equatoria,Lainya,Protection,United Nations Mine Action Service,UNMAS,UN,Apr-25
Central Equatoria,Morobo,Health,International Organization for Migration,IOM,UN,Apr-25
Central Equatoria,Morobo,Protection,American Refugee Committee (Alight),ARC (Alight),INGO,Apr-25
Central Equatoria,Morobo,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Central Equatoria,Terekeka,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Terekeka,Health,Compassionate Institute for Street Children,CIS,NNGO,Apr-25
Central Equatoria,Terekeka,Health,Impact Health Organization,IHO,NNGO,Apr-25
Central Equatoria,Terekeka,Health,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Terekeka,Protection,Impact Health Organization,IHO,NNGO,Apr-25
Central Equatoria,Terekeka,Protection,SafeLane Global,SLG,INGO,Apr-25
Central Equatoria,Terekeka,Protection,United Nations Mine Action Service,UNMAS,UN,Apr-25
Central Equatoria,Terekeka,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Terekeka,WASH,Impact Health Organization,IHO,NNGO,Apr-25
Central Equatoria,Yei,FSL,Islamic Relief Worldwide,IRW,INGO,Apr-25
Central Equatoria,Yei,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Yei,Health,International Organization for Migration,IOM,UN,Apr-25
Central Equatoria,Yei,Health,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Apr-25
Central Equatoria,Yei,Health,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Yei,Logistics,World Food Programme,WFP,UN,Apr-25
Central Equatoria,Yei,Protection,Group 4 Securicor,G4S,INGO,Apr-25
Central Equatoria,Yei,Protection,Institute for Promotion of Civil Society,IPCS,NNGO,Apr-25
Central Equatoria,Yei,Protection,Mission to Alleviate Suffering In South Sudan,MASS,NNGO,Apr-25
Central Equatoria,Yei,Protection,Norwegian Refugee Council,NRC,INGO,Apr-25
Central Equatoria,Yei,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,Apr-25
Central Equatoria,Yei,Protection,United Nations Children's Fund,UNICEF,UN,Apr-25
Central Equatoria,Yei,Protection,United Nations Mine Action Service,UNMAS,UN,Apr-25
Central Equatoria,Yei,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Central Equatoria,Yei,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Apr-25
Eastern Equatoria,Budi,Education,Light for the World,Light for the World,INGO,Apr-25
Eastern Equatoria,Budi,Education,Support For Peace And Education Development Programme,SPEDP,NNGO,Apr-25
Eastern Equatoria,Budi,Education,Women Advancement Organization,WAO,NNGO,Apr-25
Eastern Equatoria,Budi,FSL,Community Development Aid,CODAID,NNGO,Apr-25
Eastern Equatoria,Budi,FSL,ACT Alliance / DanChurchAid,DCA,INGO,Apr-25
Eastern Equatoria,Budi,FSL,Danish Church Aid,DCA,INGO,Apr-25
Eastern Equatoria,Budi,FSL,ROOT OF GENERATIONS,ROG,NNGO,Apr-25
Eastern Equatoria,Budi,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Eastern Equatoria,Budi,FSL,World Food Programme,WFP,UN,Apr-25
Eastern Equatoria,Budi,Health,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Eastern Equatoria,Budi,Nutrition,Health Link South Sudan,HLSS,NNGO,Apr-25
Eastern Equatoria,Budi,Nutrition,United Nations Children's Fund,UNICEF,UN,Apr-25
Eastern Equatoria,Budi,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Eastern Equatoria,Ikotos,Education,Associazione Volontari per il Servizio Internazionale,AVSI,INGO,Apr-25
Eastern Equatoria,Ikotos,Education,Peace and Development Partners,PDP,NNGO,Apr-25
Eastern Equatoria,Ikotos,FSL,Johanniter International,JI,INGO,Apr-25
Eastern Equatoria,Ikotos,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Eastern Equatoria,Ikotos,Health,Peace and Development Partners,PDP,NNGO,Apr-25
Eastern Equatoria,Ikotos,Health,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Eastern Equatoria,Ikotos,Nutrition,Health Link South Sudan,HLSS,NNGO,Apr-25
Eastern Equatoria,Ikotos,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Apr-25
Eastern Equatoria,Kapoeta East,FSL,Islamic Relief Worldwide,IRW,INGO,Apr-25
Eastern Equatoria,Kapoeta East,FSL,"Organization for Peace, Relief and Development",OPRD,NNGO,Apr-25
Eastern Equatoria,Kapoeta East,FSL,World Food Programme,WFP,UN,Apr-25
