location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,RAMG,Ramg Charitable Organisation,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,RI,Relief International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,RI,Relief International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,RI,Relief International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,RI,Relief International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,RI,Relief International,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SAMA,Sudanese American Medical Association,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SAO,Samaritan Organization,National NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SAPA,Sudanese American Physicians Association,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SAPA,Sudanese American Physicians Association,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SCI,Save the Children International,International NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SFPA,Sudan Family Planning Association,National NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SP,Samaritan's Purse,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,SZWO,Sudan Zero Waste Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,TGH,Triangle Génération Humanitaire,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,UNICEF,United Nations Children's Fund,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,UNMAS,United Nations Mine Action Service,United Nations,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,WES,Water Environmental Sanitation,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,WFP,World Food Programme,United Nations,LOG,Logistics,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Karrari,SD01,Khartoum,SD01005,Karrari,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Khartoum,SD01,Khartoum,SD01007,Khartoum,2,HA UK,Human Appeal - UK,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Khartoum,SD01,Khartoum,SD01007,Khartoum,2,IHH,Humanitarian Relief Foundation,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Khartoum,SD01,Khartoum,SD01007,Khartoum,2,IOM,International Organization for Migration,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Khartoum,SD01,Khartoum,SD01007,Khartoum,2,NIDAA,Sudanese Development Call Organization,National NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Khartoum,SD01,Khartoum,SD01007,Khartoum,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Khartoum,SD01,Khartoum,SD01007,Khartoum,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Sharg An Neel,SD01,Khartoum,SD01004,Sharg An Neel,2,CORE,Community Organized Relief Effort,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Sharg An Neel,SD01,Khartoum,SD01004,Sharg An Neel,2,IMC,International Medical Corps,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Sharg An Neel,SD01,Khartoum,SD01004,Sharg An Neel,2,NIDAA,Sudanese Development Call Organization,National NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Sharg An Neel,SD01,Khartoum,SD01004,Sharg An Neel,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Sharg An Neel,SD01,Khartoum,SD01004,Sharg An Neel,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Sharg An Neel,SD01,Khartoum,SD01004,Sharg An Neel,2,WFP,World Food Programme,United Nations,LOG,Logistics,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Sharg An Neel,SD01,Khartoum,SD01004,Sharg An Neel,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,ACTED,Agency for Technical Cooperation and Development,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,AHDO,Alegtinam Human Development Organization,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,CAFA,CAFA Development Organization,National NGO,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,JHSO,JASMAR Human Security Organization,National NGO,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,NIDAA,Sudanese Development Call Organization,National NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,NPO,National Planning Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,SAPA,Sudanese American Physicians Association,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,SAPA,Sudanese American Physicians Association,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,UNICEF,United Nations Children's Fund,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,UNMAS,United Nations Mine Action Service,United Nations,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Bada,SD01,Khartoum,SD01002,Um Bada,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,AHDO,Alegtinam Human Development Organization,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,CARE,CARE International in Sudan,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,DRC,Danish Refugee Council,International NGO,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,HA UK,Human Appeal - UK,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,IOM,International Organization for Migration,United Nations,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,JHSO,JASMAR Human Security Organization,National NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,JHSO,JASMAR Human Security Organization,National NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,MEDAIR,MEDAIR,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,NIDAA,Sudanese Development Call Organization,National NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,SAPA,Sudanese American Physicians Association,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,UNMAS,United Nations Mine Action Service,United Nations,PRO-MIN,Mine Action,2025-01-01,2025-04-30
SDN,TRUE,TRUE,Khartoum,Um Durman,SD01,Khartoum,SD01006,Um Durman,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,AHA,Africa Humanitarian Action,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,AHA,Africa Humanitarian Action,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,ALIMA,The Alliance for International Medical Action,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,ALIMA,The Alliance for International Medical Action,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,AUTASH,Auttash Organization for Peace and Development,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,CDF,Community Development Foundation,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,CDO,Community Development Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,DAO,Depth Action Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,HDPO,Humanity for Development and Prosperity Organization,National NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,HDPO,Humanity for Development and Prosperity Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,HDPO,Humanity for Development and Prosperity Organization,National NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,HDPO,Humanity for Development and Prosperity Organization,National NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,HDPO,Humanity for Development and Prosperity Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,HFDO,Hope and Friendship for Development Organization,National NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,IOM,International Organization for Migration,United Nations,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,IOM,International Organization for Migration,United Nations,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,JPRD,Al Juzour Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,JPRD,"Aljuzur Organization for Peace, Rehabilitation and Development",National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,MSF,Medecins Sans Frontieres,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,NADA,NADA Elazhar for Disaster Privention and Sustainable Development,National NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,NADA,NADA Elazhar for Disaster Privention and Sustainable Development,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,NADA,NADA Elazhar for Disaster Privention and Sustainable Development,National NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,PHF,Patient Helping Fund,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,PI,Plan International,International NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,PI,Plan International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RDN,Rural Development Network,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,RI,Relief International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,SCI,Save the Children International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,SCI,Save the Children International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,SFPA,Sudan Family Planning Association,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,SI,Solidarities International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,SOS Sahel,SOS Sahel,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,SRCS,Sudanese Red Crescent Society,Red Cross / Red Crescent,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,TADO,Tabasheer for Aid and Development Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,UNHCR,UN Refugee Agency,United Nations,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,UNICEF,United Nations Children's Fund,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,WHH,Welthungerhilfe,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Fasher,SD02,North Darfur,SD02114,Al Fasher,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Koma,SD02,North Darfur,SD02116,Al Koma,2,AlNahda,Alnahda Organization For Peace And Development,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Koma,SD02,North Darfur,SD02116,Al Koma,2,DAO,Depth Action Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Lait,SD02,North Darfur,SD02169,Al Lait,2,AHA,Africa Humanitarian Action,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Lait,SD02,North Darfur,SD02169,Al Lait,2,AUTASH,Auttash Organization for Peace and Development,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Lait,SD02,North Darfur,SD02169,Al Lait,2,SAPA,Sudanese American Physicians Association,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Lait,SD02,North Darfur,SD02169,Al Lait,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Lait,SD02,North Darfur,SD02169,Al Lait,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Lait,SD02,North Darfur,SD02169,Al Lait,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Lait,SD02,North Darfur,SD02169,Al Lait,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,AlNahda,Alnahda Organization For Peace And Development,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,DAO,Depth Action Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,RI,Relief International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,RI,Relief International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,RI,Relief International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,RI,Relief International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,RI,Relief International,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,RI,Relief International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Al Malha,SD02,North Darfur,SD02117,Al Malha,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,As Serief,SD02,North Darfur,SD02118,As Serief,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tawisha,SD02,North Darfur,SD02119,At Tawisha,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tawisha,SD02,North Darfur,SD02119,At Tawisha,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tawisha,SD02,North Darfur,SD02119,At Tawisha,2,WHH,Welthungerhilfe,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tawisha,SD02,North Darfur,SD02119,At Tawisha,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tina,SD02,North Darfur,SD02171,At Tina,2,HDPO,Humanity for Development and Prosperity Organization,National NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tina,SD02,North Darfur,SD02171,At Tina,2,JPRD,Al Juzour Organization,National NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tina,SD02,North Darfur,SD02171,At Tina,2,JPRD,Al Juzour Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tina,SD02,North Darfur,SD02171,At Tina,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tina,SD02,North Darfur,SD02171,At Tina,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,At Tina,SD02,North Darfur,SD02171,At Tina,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Dar As Salam,SD02,North Darfur,SD02113,Dar As Salam,2,AHA,Africa Humanitarian Action,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Dar As Salam,SD02,North Darfur,SD02113,Dar As Salam,2,CDF,Community Development Foundation,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Dar As Salam,SD02,North Darfur,SD02113,Dar As Salam,2,DAO,Depth Action Organization,National NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Dar As Salam,SD02,North Darfur,SD02113,Dar As Salam,2,FPDO,Friends of Peace & Development Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Dar As Salam,SD02,North Darfur,SD02113,Dar As Salam,2,KPHF,Kuwaiti Patients Helping Funds,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,North Darfur,Dar As Salam,SD02,North Darfur,SD02113,Dar As Salam,2,PI,Plan International,International NGO,EDU,Education,2025-01-01,2025-04-30
